TYPE,WDPAID,NAME,IUCN_CAT,MARINE,REP_AREA,GIS_AREA,GIS_AREA_imputed,NO_TAKE,STATUS,STATUS_YR,ISO3,GOV_TYPE
Polygon,555555875,La Cantera Y La Laguna,VI,0,0.5236233523608,0.523623363031171,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555555760,La Planada,VI,0,41.747197056049,41.7471971088364,False,Unknown,Designated,1984,COL,Federal or national ministry or agency
Polygon,555783020,Núcleo De Reservas Akae - La Holanda,VI,0,11.7895484005,11.7781217343705,False,Unknown,Designated,2022,COL,Individual landowners
Polygon,555697832,El Boral,VI,0,15.726084799314,15.7236720286539,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555592782,El Tesoro,VI,0,0.15495905405056,0.15495904264701,False,Unknown,Designated,2010,COL,Individual landowners
Polygon,555783021,Palogrande,VI,0,0.206255976496,0.206306838555003,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555704205,Fauna Silvestre Capibara,VI,0,0.071606553499141,0.0715682954880293,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555697835,Entreaguas,VI,0,0.021345445457415,0.0213358599469163,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555555949,Buenos Aires,VI,0,1.3265469477367,1.32654696825669,False,Unknown,Designated,2001,COL,Individual landowners
Polygon,555704203,Valledupar,VI,0,2.9226002232069,2.9225460750301,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555783022,Colinas y Lomas Submarinas de la Cuenca Pacífico Norte,VI,2,27611.1583983,27370.2807020266,False,Part,Designated,2022,COL,Federal or national ministry or agency
Polygon,555697683,La Galicia,VI,0,0.099273431051503,0.0992734367235391,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555636282,El Mirador,VI,0,0.65979274287765,0.659792724936514,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,198350,Floresta Nacional De Humaitá,VI,0,4766.025902,4766.05344489172,False,Unknown,Designated,1999,BRA,Sub-national ministry or agency
Polygon,555697831,La Algarabía,VI,0,0.17992404494974,0.179851290033002,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555697779,La Lucha,VI,0,0.057658600721833,0.0576442378820009,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555697681,La Cabaña de Pedro Palo,VI,0,0.021767896416132,0.0217678965213631,False,Unknown,Designated,2006,COL,Individual landowners
Polygon,555555710,La Suiza,VI,0,0.52699786441335,0.526997835993161,False,Unknown,Designated,2004,COL,Sub-national ministry or agency
Polygon,555592800,Santa Inés,VI,0,0.28497205740806,0.284972049519992,False,Unknown,Designated,2013,COL,Individual landowners
Polygon,555697997,Los Laureles,VI,0,0.011725584679253,0.0117255486998737,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555704230,El Diluvio,VI,0,0.96768525835454,0.967608718609782,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555704210,Altamira 1,VI,0,0.080059579292652,0.0800385305644513,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555636108,Mata de la Urama,VI,0,201.20166204763,201.201661840912,False,Unknown,Designated,2007,COL,Sub-national ministry or agency
Polygon,555556025,Monte Redondo,VI,0,0.078800641263568,0.0788006382485658,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555704144,Bosque de Galilea,II,0,266.54068918758,266.540689121674,False,Unknown,Designated,2019,COL,Sub-national ministry or agency
Polygon,198362,Floresta Nacional De Itaituba I,VI,0,2130.906727,2130.83151988914,False,Unknown,Designated,2012,BRA,Sub-national ministry or agency
Polygon,555636217,Verde Esperanza,VI,0,1.5731609858711,1.57316099630215,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555704209,Vista Hermosa,VI,0,0.1142005494006,0.114186590948977,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555783039,La Vega,VI,0,0.0982450395992,0.0982161552068666,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555592819,El Meandro o Madrevieja de Guarinocito,VI,0,0.83798048325309,0.837980432466136,False,Unknown,Designated,1988,COL,Sub-national ministry or agency
Polygon,555555841,Agualinda,VI,0,3.2662074287821,3.26620742060567,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555783023,El Pinar 2,VI,0,0.0407835394141,0.0408300174057972,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,19991,Puinawai,Ia,0,10984.100180703,10952.3158195559,False,Unknown,Designated,1989,COL,Federal or national ministry or agency
Polygon,555704180,Lucitania,VI,0,3.3604837608608,3.36048236115449,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555704177,Sion,VI,0,0.029170206395834,0.0291701731428131,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555555833,Luriza,VI,0,8.3689615814616,8.36896154288215,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555636381,La Primavera,VI,0,0.44231899423857,0.442318992649748,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,555555876,La Laguna,VI,0,0.01020111602287,0.010201114383399,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555704131,Medialuna,VI,0,0.093049094939665,0.0930485922247853,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555556029,Moralba,VI,0,2.9121331234746,2.91213312830922,False,Unknown,Designated,2008,COL,Individual landowners
Polygon,555556033,Las Golondrinas,VI,0,0.32182878111628,0.321828794439467,False,Unknown,Designated,2010,COL,Individual landowners
Polygon,555635946,Madremonte,VI,0,0.17707183032358,0.177071827836859,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555783024,Gualamana  y Gualamana II,VI,0,0.241065424465,0.241382702904727,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555636221,La Esmeralda,VI,0,0.95741851306473,0.957418525855024,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555555870,La Esperanza,VI,0,0.094060836783264,0.0940608393972692,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555555740,Soledad las Nubes,VI,0,0.87621679131774,0.876216794156783,False,Unknown,Designated,2006,COL,Sub-national ministry or agency
Polygon,555636235,Tenasucá De Pedro Palo,VI,0,0.44890287455452,0.448902860746828,False,Unknown,Designated,2006,COL,Individual landowners
Polygon,555555962,Bosques De Chipaque,VI,0,1.1373021279139,1.13730216876233,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,555704200,Veracruz,VI,0,25.02987822957,25.0243430874772,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,198363,Floresta Nacional De Itaituba Ii,VI,0,3977.52808,3977.48094028901,False,Unknown,Designated,1998,BRA,Sub-national ministry or agency
Polygon,555592762,Bosque Peña Blanca,VI,0,4.5479330696818,4.54793307851009,False,Unknown,Designated,2013,COL,Individual landowners
Polygon,555704132,Bosque Seco de la Vertiente Oriental del río Magdalena,VI,0,361.21949599751,361.219496110204,False,Unknown,Designated,2018,COL,Sub-national ministry or agency
Polygon,555636375,Bombay,VI,0,10.676297879918,10.6762980328934,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555555903,Santa Fe,VI,0,1.826764603118,1.82676462579794,False,Unknown,Designated,2006,COL,Individual landowners
Polygon,555704156,Cuchilla Mesa Alta,VI,0,6.8589001113861,6.85800936000582,False,Unknown,Designated,2019,COL,Sub-national ministry or agency
Polygon,100739,Páramo El Atravesado,VI,0,29.3280777176,29.327289767641,False,Unknown,Designated,1972,COL,Federal or national ministry or agency
Polygon,555783025,Yarumal,VI,0,0.0706580818031,0.0706387789728721,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555635962,La Loma del Toro Pao,VI,0,0.19801012679929,0.198010120799112,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555636220,Tomo Vida - El Dera,VI,0,5.2493048141802,5.24930483507098,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555556005,Oasis,VI,0,0.27172445188708,0.2717244535485,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555783026,Reserva Natural Rodamonte,VI,0,0.103762631353,0.103890341776629,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555555895,La Esperanza,VI,0,0.25803203340993,0.258032030851081,False,Unknown,Designated,2007,COL,Individual landowners
Polygon,555783042,Núcleo De Reservas Akae - El Hormiguero,VI,0,12.5703778251,12.5588633080782,False,Unknown,Designated,2022,COL,Individual landowners
Polygon,555704237,Los Charcos,VI,0,2.4807313927291,2.4792902616817,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555555922,Tulcan Los Canelos 2,VI,0,12.799016401182,12.7990163691557,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,555636195,Mateguadua,II,0,1.0455456910495,1.04554568519537,False,Unknown,Designated,2016,COL,Sub-national ministry or agency
Polygon,126,Los Flamencos,Ib,1,70.5240530869018,70.6370273843855,False,All,Designated,1977,COL,Federal or national ministry or agency
Polygon,555592797,Refugio Corazones Verdes,VI,0,0.060353389558672,0.060353387111227,False,Unknown,Designated,2013,COL,Individual landowners
Polygon,555555930,Los Chagualos,VI,0,0.69444798202907,0.694447991118681,False,Unknown,Designated,2008,COL,Individual landowners
Polygon,555555714,Del Sistema Manglarico del Sector de la Boca de Guacamaya,II,0,29.1365414250752,29.4682957170608,False,All,Designated,2008,COL,Sub-national ministry or agency
Polygon,100762,Cuenca Hidrográfica de la Quebrada la Tablona,VI,0,26.801548907935,26.8015488780996,False,Unknown,Designated,1981,COL,Federal or national ministry or agency
Polygon,555704217,Itaca,VI,0,0.013980707130737,0.0139793915052139,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555636030,Monasterio de Santa María de la Epifanía de los Monjes Benedictinos,VI,0,0.51693292765578,0.516932949592198,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555697711,La Paz,VI,0,0.099993037263877,0.0999930330036944,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,555783303,Villa Pensión,VI,0,0.00215020237649,0.0021452272487775,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555697859,San Alfonso,VI,0,1.9670258857536,1.96702585451553,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555555881,Arrayanales,VI,0,1.595608195091,1.59560819835657,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555555749,"Jerico, Libano y Sebastopol",VI,0,3.2577574073118,3.25775739886837,False,Unknown,Designated,2008,COL,Sub-national ministry or agency
Polygon,351807,Floresta Nacional De Palmares,VI,0,1.682001,1.6819887980918,False,Unknown,Designated,2005,BRA,Sub-national ministry or agency
Polygon,555635976,Pauxi pauxi predio La Esperanza,VI,0,0.47685583199717,0.476855852953238,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555555705,Bellavista,VI,0,4.3125676903478,4.31256772105525,False,Unknown,Designated,2000,COL,Sub-national ministry or agency
Polygon,555783027,El Pinar 3,VI,0,0.292322995069,0.292657682548257,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555783032,Monte Makuna,VI,0,0.0398130313819,0.0398110228832556,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555783028,El Limonal y San Pedro,VI,0,0.269984717764,0.270368880018386,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555783029,La Trinidad,VI,0,0.135190228189,0.134982773411621,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555783030,Núcleo De Reservas Akae - Mataguarito,VI,0,12.4773672802,12.4633480997045,False,Unknown,Designated,2022,COL,Individual landowners
Polygon,555783031,Núcleo de Reservas Akae- El Cocuy,VI,0,12.5108965457,12.5001173892457,False,Unknown,Designated,2023,COL,Individual landowners
Polygon,555697789,El Gramero,VI,0,0.14786352404199,0.147761099282809,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555783304,San Juan de Tinije,VI,0,9.09279736381,9.10632760052074,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,19745,Floresta Nacional De Amapá,VI,0,4603.610429,4603.57657048703,False,Unknown,Designated,1989,BRA,Sub-national ministry or agency
Polygon,555636239,Bosque La Linda,VI,0,0.29737476472612,0.29737479404069,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555592812,El Popal,VI,0,2.3088940254561,2.30889405654048,False,Unknown,Designated,2007,COL,Sub-national ministry or agency
Polygon,555592806,Torre Cuatro,VI,0,3.0976552811881,3.09765532559099,False,Unknown,Designated,2004,COL,Sub-national ministry or agency
Polygon,19759,Floresta Nacional De Bom Futuro,VI,0,983.504367,983.587272200387,False,Unknown,Designated,2010,BRA,Sub-national ministry or agency
Polygon,555592767,Las Acacias,VI,0,0.076160686734301,0.0761606775775358,False,Unknown,Designated,2011,COL,Individual landowners
Polygon,555592698,Finca El Prado,VI,0,0.17565729631551,0.175657289864102,False,Unknown,Designated,2012,COL,Individual landowners
Polygon,555636023,Cuenca  Alta del Río Atrato,VI,0,179.6282014214,179.628201444329,False,Unknown,Designated,2016,COL,Sub-national ministry or agency
Polygon,555782932,La Zoconita,VI,0,0.098162073,0.0980689233022766,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555783034,Villa Juliana,VI,0,0.0121143762436,0.0120970697011163,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555635998,San Gabriel,VI,0,0.007104206984705,0.0071042050048872,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555636149,El Bocachico,VI,0,13.767440373803,13.7674403417334,False,Unknown,Designated,2013,COL,Sub-national ministry or agency
Polygon,555555742,El Porvenir  el Guadual,VI,0,0.038957921000302,0.0389579258743928,False,Unknown,Designated,2008,COL,Sub-national ministry or agency
Polygon,555555810,Parque Ecologico Humedal Zuria,V,0,0.67880321964924,0.678803234752104,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555783033,Potosí,VI,0,0.0331991192594,0.0331926099927918,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555636148,El Bojoso,VI,0,15.812842786258,15.8128427359293,False,Unknown,Designated,2016,COL,Sub-national ministry or agency
Polygon,555697837,Mejué,VI,0,106.51360174274,106.435897511779,False,Unknown,Designated,2018,COL,Sub-national ministry or agency
Polygon,555636120,El Encanto,VI,0,0.080087598222494,0.0800875735565994,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555697765,Miranda,VI,0,0.017600932284126,0.0175961731547384,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555555799,Cuenca Alta de Los Ríos Salinero y Moquentiva,VI,0,29.227451883051,29.2274519989563,False,Unknown,Designated,2009,COL,Sub-national ministry or agency
Polygon,555697783,El Paraíso,VI,0,0.63765327187834,0.637653163732435,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555697771,Quebradanegra La Carmencita,VI,0,0.29497922530127,0.294784290258134,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555697669,El Senderito,VI,0,0.94872057984311,0.948326919578563,False,Unknown,Designated,2013,COL,Individual landowners
Polygon,555636088,Corazón de Loquita,VI,0,0.02993455857929,0.0299345580165733,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555697790,El Boral,VI,0,8.4005234228743,8.40019753671132,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555783287,Peque,VI,0,204.193049706,204.193049702572,False,Unknown,Designated,2019,COL,Sub-national ministry or agency
Polygon,555783035,La Merced,VI,0,0.984453472112,0.984525682627016,False,Unknown,Designated,2022,COL,Individual landowners
Polygon,555783290,Tomo Futuro,VI,0,12.0330280821,11.9941303796833,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555704227,Arizona,VI,0,6.9285248716228,6.92840774760578,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555636056,San Nicolás,VI,0,0.013088020236445,0.0130880179873451,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555636053,Ecoparque Sabana,VI,0,0.41322311279551,0.413223120293427,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555636105,El Manantial,VI,0,0.11124663968929,0.11124661810028,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555636182,Alto de San Miguel,VI,0,16.211152737535,16.2111526872931,False,Unknown,Designated,2016,COL,Sub-national ministry or agency
Polygon,555697825,Santuario de la Palma de Cera,VI,0,2.5299999752578,2.52851058556691,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555555802,El Palmar y la Secreta,VI,0,14.146657874195,14.1466578911038,False,Unknown,Designated,2000,COL,Sub-national ministry or agency
Polygon,555555865,Ecosistema de Sabanas Abiertas y Arbustivas y Sistemas Asociados en el Municipio de Galeras,VI,0,16.328020385917,16.3280203874812,False,Unknown,Designated,2010,COL,Sub-national ministry or agency
Polygon,555704130,Club Campestre el Rodeo,VI,0,0.55640182867452,0.556031433094424,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555636104,Cuchillas Negra y Guanaque,VI,0,193.00880847543,193.008808532537,False,Unknown,Designated,2014,COL,Sub-national ministry or agency
Polygon,555697721,El Flamenco,VI,0,0.23565149073432,0.235651500591861,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555635960,Los Laureles,VI,0,0.018984210316974,0.0189842164340571,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,555636229,Las Manguitas,VI,0,0.18146155833536,0.181461553571604,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555592829,Lago Azul los Manatìes,VI,0,310.740017006452,311.00988388321,False,Part,Designated,2013,COL,Sub-national ministry or agency
Polygon,555636259,La Palmera,VI,0,1.5742046691188,1.57420468431053,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,555783036,La Reserva,VI,0,0.00461965901634,0.0046242780386351,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555636251,Esparta,VI,0,0.24293692427241,0.242936922921886,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555555808,Parque Ecologico Humedal Caracoli,V,0,0.33232586642044,0.332325872419612,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555704188,El Recreo,VI,0,0.089564332400158,0.0895346560247658,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555704234,Miramar,VI,0,3.9179070532236,3.91743394371169,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555555779,Jhonny Cay Regional Park,II,2,0.45125840845481,0.442092335629835,False,All,Designated,2001,COL,Sub-national ministry or agency
Polygon,555636378,El Ocarro,VI,0,5.0257222050695,5.02572221718378,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555783037,La Luisa,VI,0,0.0927696921445,0.0926169398637404,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555555888,El Porvenir,VI,0,0.014370364334547,0.0143703658484176,False,Unknown,Designated,2009,COL,Individual landowners
Polygon,555704170,La Guaca - Lote A,VI,0,0.10314638960374,0.10312164890115,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555636069,San Antonio,VI,0,1.5500151913243,1.55001519027637,False,Unknown,Designated,2012,COL,Individual landowners
Polygon,555636147,"Laureles, Maracaibo y las Delicias",VI,0,0.92746958232275,0.927469558852335,False,Unknown,Designated,2014,COL,Sub-national ministry or agency
Polygon,555704197,El Garzón,VI,0,0.47933197410789,0.479111466714873,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555635969,Camelias,VI,0,127.18260947481,127.14565522303,False,Unknown,Designated,2015,COL,Sub-national ministry or agency
Polygon,555555831,Rio Subachoque y Pantano de Arce,VI,0,42.10595652966,42.1059565602859,False,Unknown,Designated,1997,COL,Sub-national ministry or agency
Polygon,555555797,Serranía el Peligro,II,0,24.266310640866,24.2663106391746,False,Unknown,Designated,2009,COL,Sub-national ministry or agency
Polygon,317058,Cerro Vanguardia,VI,0,1.9746568936776,1.97465688419652,False,Unknown,Designated,1984,COL,Federal or national ministry or agency
Polygon,555555724,Las Mirlas,VI,0,1.8922603032456,1.89226031524136,False,Unknown,Designated,2000,COL,Sub-national ministry or agency
Polygon,555697785,La Florida,VI,0,0.3000002907376,0.29994460982031,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555576439,Monumento Natural Estadual Lapa Vermelha,III,0,0.333466,0.333463533021931,False,Unknown,Designated,2010,BRA,Sub-national ministry or agency
Polygon,555697709,El Porvenir,VI,0,0.13161464586315,0.131614646094178,False,Unknown,Designated,2012,COL,Individual landowners
Polygon,555697672,Hágora Santa Marta,VI,0,1.5122646081628,1.51226461242711,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555555924,La Parcela No.  16 El Arrayán,VI,0,0.16652110123704,0.166521111780761,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,555635975,Pauxi pauxi predio La Ceiba,VI,0,0.12005144259658,0.120051432201478,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555697815,Macarena,VI,0,8.3605317847171,8.36028856603558,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555555855,Del Rio Minero y sus Zonas Aledañas,VI,0,484.27412733393,484.274127231323,False,Unknown,Designated,2009,COL,Sub-national ministry or agency
Polygon,555704231,Toraiba,VI,0,25.809997822757,25.8031362152643,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555555938,Chicaque,VI,0,2.9224417251536,2.92244169632819,False,Unknown,Designated,2002,COL,Individual landowners
Polygon,555783281,de Perijá,VI,0,210.426841939,210.345022624527,False,Unknown,Designated,2020,COL,Sub-national ministry or agency
Polygon,555635974,Pauxi pauxi predio Dos Quebradas,VI,0,0.11897395206815,0.118973953551801,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555592764,Aguas Calientes,VI,0,6.279607682464,6.279607689309,False,Unknown,Designated,2012,COL,Individual landowners
Polygon,555555702,Del Nima,II,0,30.302989823551,30.3029897801557,False,Unknown,Designated,2006,COL,Sub-national ministry or agency
Polygon,555555944,Aves de  El Paujil,VI,0,14.234534482917,14.2345344676426,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,555636068,Amanecer en el Palmar 1,VI,0,0.17943337012348,0.179433364156514,False,Unknown,Designated,2017,COL,Individual landowners
Polygon,555636163,La María,VI,0,0.83500429864434,0.83500429351106,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555556016,La Primavera,VI,0,0.12999177767404,0.129991784008814,False,Unknown,Designated,2003,COL,Individual landowners
Polygon,555697801,Planes La Germania,VI,0,3.5039546625,3.50332075783269,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555555847,Serranía de Perijá,VI,0,421.29905896002,421.95766267779,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555783305,El Zoque,VI,0,0.00639019689872,0.0063990920536574,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555636113,Santana,VI,0,12.264478809373,12.2644787125245,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555636186,Cabildo Verde I,VI,0,0.52190198566243,0.521901964569398,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,555555807,Parque Ecologico Humedal Calatrava,V,0,0.070876815416568,0.0708768154624581,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555783288,Serranía de Abibe,VI,0,415.94082604,415.898591477366,False,Unknown,Designated,2019,COL,Sub-national ministry or agency
Polygon,555556044,El Tigrillo,VI,0,6.2837456200363,6.28374568673859,False,Unknown,Designated,2011,COL,Individual landowners
Polygon,555636153,Complejo Ciénagas Papayal,VI,0,28.382484224626,28.3824842274922,False,Unknown,Designated,2010,COL,Sub-national ministry or agency
Polygon,555682462,Reserva Particular Do Patrimônio Natural Tuim,IV,0,0.964541,0.96453296611105,False,Unknown,Designated,2009,BRA,Individual landowners
Polygon,555555819,Tibaitatá,VI,0,5.7952872067223,5.79528728974033,False,Unknown,Designated,2008,COL,Sub-national ministry or agency
Polygon,555555943,La Gaviota,VI,0,0.1094759343433,0.109475934519786,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,100732,Río Rucio,VI,0,6.0095028682053,6.00950283754239,False,Unknown,Designated,1987,COL,Federal or national ministry or agency
Polygon,555697984,La Esperanza,VI,0,0.0099999960633654,0.0099983687172889,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555636232,Hostal De Pedro Palo,VI,0,0.053588011926013,0.0535880146939469,False,Unknown,Designated,2006,COL,Individual landowners
Polygon,555636194,Cabildo Verde II,VI,0,2.737565243263,2.7375652198411,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,555636012,Miraflorez,VI,0,0.019043353744339,0.0190433564091963,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555783038,Yalconia,VI,0,0.900000003623,0.899494294214729,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555555727,Cerrobravo,VI,0,3.375814457969,3.37581444549125,False,Unknown,Designated,2002,COL,Sub-national ministry or agency
Polygon,555704151,El Venado,VI,0,8.4027072862657,8.40130591875833,False,Unknown,Designated,2019,COL,Individual landowners
Polygon,555697706,Lote 6 Guayoco,VI,0,0.46952397926148,0.469523985855622,False,Unknown,Designated,2018,COL,Individual landowners
Polygon,555697680,Veraguas,VI,0,0.099634829801909,0.0996348241921271,False,Unknown,Designated,2014,COL,Individual landowners
Polygon,555555711,Cerros Pionono y las Águilas,VI,0,6.1159841222481,6.11598412129961,False,Unknown,Designated,2009,COL,Sub-national ministry or agency
Polygon,555636025,El Pailón,VI,0,1.0121418744421,1.01214188361596,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555635995,San Miguel,VI,0,83.540008507582,83.4847826415938,False,Unknown,Designated,2015,COL,Sub-national ministry or agency
Polygon,555636134,Cañones de los ríos Melcocho y Santo Domingo,VI,0,265.33501290264,265.226813560993,False,Unknown,Designated,2015,COL,Sub-national ministry or agency
Polygon,555636550,Reserva Particular Do Patrimônio Natural Dutra Pimenta,IV,0,0.138999,0.138998788491411,False,Unknown,Designated,2016,BRA,Individual landowners
Polygon,555783040,Puerto Bello,VI,0,1.89810850513,1.89795483722446,False,Unknown,Designated,2020,COL,Individual landowners
Polygon,555555738,"El Retiro, la Cascada, el Mantel la Mesa la Meseta y la Isla el Durazno",VI,0,3.3337998053841,3.33379979888273,False,Unknown,Designated,2000,COL,Sub-national ministry or agency
Polygon,555783041,La Indomable,VI,0,7.4908780605,7.45450979327743,False,Unknown,Designated,2022,COL,Individual landowners
Polygon,555592827,Río Morales,VI,0,18.092718622956,18.0927185035912,False,Unknown,Designated,1939,COL,Federal or national ministry or agency
Polygon,555592705,Las Piedras,VI,0,0.012870438895456,0.0128704398950715,False,Unknown,Designated,2005,COL,Individual landowners
Polygon,555636277,La Aldea,VI,0,0.93961368593575,0.939613639835571,False,Unknown,Designated,2015,COL,Individual landowners
Polygon,555555859,La Nona,VI,0,5.1156077164829,5.11560774238466,False,Unknown,Designated,2011,COL,Sub-national ministry or agency
Polygon,555555851,Nubes Trocha Capota,VI,0,41.802083155902,41.8020831378766,False,Unknown,Designated,2010,COL,Sub-national ministry or agency
Polygon,555783043,Estero Matemarrano,VI,0,7.93745489309,7.9472165486423,False,Unknown,Designated,2021,COL,Individual landowners
Polygon,555555892,La Pradera,VI,0,0.0699641896867,0.0699641877839176,False,Unknown,Designated,2008,COL,Individual landowners
Polygon,555555778,Laguna de Lomalinda,II,0,8.102727147091,8.10272716830713,False,Unknown,Designated,2009,COL,Sub-national ministry or agency
Polygon,555783044,La Corcova,V,0,0.46616213568,0.465561249200437,False,Unknown,Designated,2022,COL,Sub-national ministry or agency
Polygon,555555862,Páramos y Bosques Altoandinos de Génova,VI,0,83.631327724949,83.6313277506959,False,Unknown,Designated,2008,COL,Sub-national ministry or agency
Polygon,555715710,Parque Natural Municipal Das Sucupiras,II,0,0.042936,0.0429359064773259,False,Unknown,Designated,2020,BRA,Sub-national ministry or agency
Polygon,555636292,El Tesorito,VI,0,0.052079149836722,0.0520791541490342,False,Unknown,Designated,2016,COL,Individual landowners
Polygon,555783045,Salto del Aures,VI,0,0.614755071605,0.614686152890122,False,Unknown,Designated,2022,COL,Individual landowners
